Stress_class	Stress_info	Pathogen	Sample_description	BioSample	BioProject	Tissue	Source_name	Treatment	Project_title	Project_des
abiotic	herbicide	NA	control_stacked	SAMN14604357	PRJNA625648	leaves	NA	Control 1	GMOmics -  Omics techniques as useful tools for addressing emerging gaps in GMO risk assessment	The concept of substantial equivalence has long being used in safety testing of GMO crops, but the term and the concept has no clear definition. Currently, the common practice has been the investigation of compositional and nutritional substances in the GMO. However, unintended changes in the GMO might not be identified by the analysis of such small number of components. It is an evolving view among regulators that omics techniques, such as proteomics and metabolomics, can be used to complement analytical tools to existing safety assessment procedures. Therefore, this project is about the application of omics technologies to investigate potential unintended metabolic alterations in genetically modified plants and for elaboration of their relevance for GMO risk assessment. In particular, metabolic disturbances will be investigated when different transgenic inserts are combined in a single plant (stacking), and when these plants are exposed to abiotic stressors, such as herbicide application and drought. The project is divided into three working packages each containing experiments to address specific research questions.
abiotic	herbicide	NA	control_single	SAMN14604352	PRJNA625648	leaves	NA	Control 2	GMOmics -  Omics techniques as useful tools for addressing emerging gaps in GMO risk assessment	The concept of substantial equivalence has long being used in safety testing of GMO crops, but the term and the concept has no clear definition. Currently, the common practice has been the investigation of compositional and nutritional substances in the GMO. However, unintended changes in the GMO might not be identified by the analysis of such small number of components. It is an evolving view among regulators that omics techniques, such as proteomics and metabolomics, can be used to complement analytical tools to existing safety assessment procedures. Therefore, this project is about the application of omics technologies to investigate potential unintended metabolic alterations in genetically modified plants and for elaboration of their relevance for GMO risk assessment. In particular, metabolic disturbances will be investigated when different transgenic inserts are combined in a single plant (stacking), and when these plants are exposed to abiotic stressors, such as herbicide application and drought. The project is divided into three working packages each containing experiments to address specific research questions.
abiotic	herbicide	NA	control_stacked	SAMN14604359	PRJNA625648	leaves	NA	Control 3	GMOmics -  Omics techniques as useful tools for addressing emerging gaps in GMO risk assessment	The concept of substantial equivalence has long being used in safety testing of GMO crops, but the term and the concept has no clear definition. Currently, the common practice has been the investigation of compositional and nutritional substances in the GMO. However, unintended changes in the GMO might not be identified by the analysis of such small number of components. It is an evolving view among regulators that omics techniques, such as proteomics and metabolomics, can be used to complement analytical tools to existing safety assessment procedures. Therefore, this project is about the application of omics technologies to investigate potential unintended metabolic alterations in genetically modified plants and for elaboration of their relevance for GMO risk assessment. In particular, metabolic disturbances will be investigated when different transgenic inserts are combined in a single plant (stacking), and when these plants are exposed to abiotic stressors, such as herbicide application and drought. The project is divided into three working packages each containing experiments to address specific research questions.
abiotic	herbicide	NA	stress_single	SAMN14604355	PRJNA625648	leaves	NA	Herbicide treatment 2	GMOmics -  Omics techniques as useful tools for addressing emerging gaps in GMO risk assessment	The concept of substantial equivalence has long being used in safety testing of GMO crops, but the term and the concept has no clear definition. Currently, the common practice has been the investigation of compositional and nutritional substances in the GMO. However, unintended changes in the GMO might not be identified by the analysis of such small number of components. It is an evolving view among regulators that omics techniques, such as proteomics and metabolomics, can be used to complement analytical tools to existing safety assessment procedures. Therefore, this project is about the application of omics technologies to investigate potential unintended metabolic alterations in genetically modified plants and for elaboration of their relevance for GMO risk assessment. In particular, metabolic disturbances will be investigated when different transgenic inserts are combined in a single plant (stacking), and when these plants are exposed to abiotic stressors, such as herbicide application and drought. The project is divided into three working packages each containing experiments to address specific research questions.
abiotic	herbicide	NA	stress_single	SAMN14604354	PRJNA625648	leaves	NA	Herbicide treatment 1	GMOmics -  Omics techniques as useful tools for addressing emerging gaps in GMO risk assessment	The concept of substantial equivalence has long being used in safety testing of GMO crops, but the term and the concept has no clear definition. Currently, the common practice has been the investigation of compositional and nutritional substances in the GMO. However, unintended changes in the GMO might not be identified by the analysis of such small number of components. It is an evolving view among regulators that omics techniques, such as proteomics and metabolomics, can be used to complement analytical tools to existing safety assessment procedures. Therefore, this project is about the application of omics technologies to investigate potential unintended metabolic alterations in genetically modified plants and for elaboration of their relevance for GMO risk assessment. In particular, metabolic disturbances will be investigated when different transgenic inserts are combined in a single plant (stacking), and when these plants are exposed to abiotic stressors, such as herbicide application and drought. The project is divided into three working packages each containing experiments to address specific research questions.
abiotic	herbicide	NA	stress_stacked	SAMN14604362	PRJNA625648	leaves	NA	Herbicide treatment 3	GMOmics -  Omics techniques as useful tools for addressing emerging gaps in GMO risk assessment	The concept of substantial equivalence has long being used in safety testing of GMO crops, but the term and the concept has no clear definition. Currently, the common practice has been the investigation of compositional and nutritional substances in the GMO. However, unintended changes in the GMO might not be identified by the analysis of such small number of components. It is an evolving view among regulators that omics techniques, such as proteomics and metabolomics, can be used to complement analytical tools to existing safety assessment procedures. Therefore, this project is about the application of omics technologies to investigate potential unintended metabolic alterations in genetically modified plants and for elaboration of their relevance for GMO risk assessment. In particular, metabolic disturbances will be investigated when different transgenic inserts are combined in a single plant (stacking), and when these plants are exposed to abiotic stressors, such as herbicide application and drought. The project is divided into three working packages each containing experiments to address specific research questions.
abiotic	herbicide	NA	stress_stacked	SAMN14604360	PRJNA625648	leaves	NA	Herbicide treatment 1	GMOmics -  Omics techniques as useful tools for addressing emerging gaps in GMO risk assessment	The concept of substantial equivalence has long being used in safety testing of GMO crops, but the term and the concept has no clear definition. Currently, the common practice has been the investigation of compositional and nutritional substances in the GMO. However, unintended changes in the GMO might not be identified by the analysis of such small number of components. It is an evolving view among regulators that omics techniques, such as proteomics and metabolomics, can be used to complement analytical tools to existing safety assessment procedures. Therefore, this project is about the application of omics technologies to investigate potential unintended metabolic alterations in genetically modified plants and for elaboration of their relevance for GMO risk assessment. In particular, metabolic disturbances will be investigated when different transgenic inserts are combined in a single plant (stacking), and when these plants are exposed to abiotic stressors, such as herbicide application and drought. The project is divided into three working packages each containing experiments to address specific research questions.
abiotic	herbicide	NA	control_stacked	SAMN14604358	PRJNA625648	leaves	NA	Control 2	GMOmics -  Omics techniques as useful tools for addressing emerging gaps in GMO risk assessment	The concept of substantial equivalence has long being used in safety testing of GMO crops, but the term and the concept has no clear definition. Currently, the common practice has been the investigation of compositional and nutritional substances in the GMO. However, unintended changes in the GMO might not be identified by the analysis of such small number of components. It is an evolving view among regulators that omics techniques, such as proteomics and metabolomics, can be used to complement analytical tools to existing safety assessment procedures. Therefore, this project is about the application of omics technologies to investigate potential unintended metabolic alterations in genetically modified plants and for elaboration of their relevance for GMO risk assessment. In particular, metabolic disturbances will be investigated when different transgenic inserts are combined in a single plant (stacking), and when these plants are exposed to abiotic stressors, such as herbicide application and drought. The project is divided into three working packages each containing experiments to address specific research questions.
abiotic	herbicide	NA	control_single	SAMN14604353	PRJNA625648	leaves	NA	Control 3	GMOmics -  Omics techniques as useful tools for addressing emerging gaps in GMO risk assessment	The concept of substantial equivalence has long being used in safety testing of GMO crops, but the term and the concept has no clear definition. Currently, the common practice has been the investigation of compositional and nutritional substances in the GMO. However, unintended changes in the GMO might not be identified by the analysis of such small number of components. It is an evolving view among regulators that omics techniques, such as proteomics and metabolomics, can be used to complement analytical tools to existing safety assessment procedures. Therefore, this project is about the application of omics technologies to investigate potential unintended metabolic alterations in genetically modified plants and for elaboration of their relevance for GMO risk assessment. In particular, metabolic disturbances will be investigated when different transgenic inserts are combined in a single plant (stacking), and when these plants are exposed to abiotic stressors, such as herbicide application and drought. The project is divided into three working packages each containing experiments to address specific research questions.
abiotic	herbicide	NA	control_single	SAMN14604351	PRJNA625648	leaves	NA	Control 1	GMOmics -  Omics techniques as useful tools for addressing emerging gaps in GMO risk assessment	The concept of substantial equivalence has long being used in safety testing of GMO crops, but the term and the concept has no clear definition. Currently, the common practice has been the investigation of compositional and nutritional substances in the GMO. However, unintended changes in the GMO might not be identified by the analysis of such small number of components. It is an evolving view among regulators that omics techniques, such as proteomics and metabolomics, can be used to complement analytical tools to existing safety assessment procedures. Therefore, this project is about the application of omics technologies to investigate potential unintended metabolic alterations in genetically modified plants and for elaboration of their relevance for GMO risk assessment. In particular, metabolic disturbances will be investigated when different transgenic inserts are combined in a single plant (stacking), and when these plants are exposed to abiotic stressors, such as herbicide application and drought. The project is divided into three working packages each containing experiments to address specific research questions.
NA	NA	NA	NA	SAMN14614950	PRJNA626031	leaves	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14614945	PRJNA626031	leaves	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14614943	PRJNA626031	leaves	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14614949	PRJNA626031	leaves	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14614944	PRJNA626031	leaves	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14614951	PRJNA626031	leaves	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14614952	PRJNA626031	shoot	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14614956	PRJNA626031	shoot	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14614955	PRJNA626031	shoot	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14614953	PRJNA626031	shoot	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14614948	PRJNA626031	shoot	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14614947	PRJNA626031	shoot	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14614946	PRJNA626031	shoot	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14614957	PRJNA626031	shoot	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14614954	PRJNA626031	shoot	NA	NA	RNAseq of Glycine max	RNA-seq
NA	NA	NA	NA	SAMN14766565	PRJNA629075	leaves	NA	NA	Glycine max Raw sequence reads of RNA	Raw sequence reads of RNA-seq of HD12
NA	NA	NA	NA	SAMN14766566	PRJNA629075	leaves	NA	NA	Glycine max Raw sequence reads of RNA	Raw sequence reads of RNA-seq of HD12
NA	NA	NA	NA	SAMN14766567	PRJNA629075	leaves	NA	NA	Glycine max Raw sequence reads of RNA	Raw sequence reads of RNA-seq of HD12
NA	NA	NA	NA	SAMN14766564	PRJNA629075	leaves	NA	NA	Glycine max Raw sequence reads of RNA	Raw sequence reads of RNA-seq of HD12
NA	NA	NA	NA	SAMN14858279	PRJNA631275	flower	flower	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858291	PRJNA631275	flower	Flower	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858281	PRJNA631275	flower	Anther	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858280	PRJNA631275	flower	Ovary	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858278	PRJNA631275	flower	flower	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858277	PRJNA631275	leaves	leaves	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858276	PRJNA631275	leaves	leaves	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858290	PRJNA631275	leaves	leaves	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858283	PRJNA631275	nodule	nodule	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858286	PRJNA631275	pod	pod	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858285	PRJNA631275	pod	pod shell	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858284	PRJNA631275	pod	pod shell	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858282	PRJNA631275	root	root	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858288	PRJNA631275	seed	Seed	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858289	PRJNA631275	seed	Seed	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN14858287	PRJNA631275	seed	Seed	NA	Characterization of RNAs in soybean (Glycine max)	RNA-seq was used to characterize gene expression in soybean from a wide range of tissues. The primary focus of the project was small RNAs, and the identification of microRNAs and phased siRNA-generating loci, but RNA-seq data were generated from the same samples. This project was supported by the United Soybean Board. Overall design: mRNA profiling was done by Illumina TruSeq sample preparation (not stranded) followed by high-throughput sequencing using an Illumina HiSeq 2500 at the Delaware Biotechnology Institute. The study focused on small RNA, with these RNA-seq libraries made from the same samples (see PMID: 25465409).
NA	NA	NA	NA	SAMN15097864	PRJNA637168	leaves	NA	NA	Soybean viromes in eight different geographical regions in Korea and four single soybean plants	Soybean viromes in eight different geographical regions in Korea and four single soybean plants
NA	NA	NA	NA	SAMN15097865	PRJNA637168	leaves	NA	NA	Soybean viromes in eight different geographical regions in Korea and four single soybean plants	Soybean viromes in eight different geographical regions in Korea and four single soybean plants
NA	NA	NA	NA	SAMN15097866	PRJNA637168	leaves	NA	NA	Soybean viromes in eight different geographical regions in Korea and four single soybean plants	Soybean viromes in eight different geographical regions in Korea and four single soybean plants
NA	NA	NA	NA	SAMN15097870	PRJNA637168	leaves	NA	NA	Soybean viromes in eight different geographical regions in Korea and four single soybean plants	Soybean viromes in eight different geographical regions in Korea and four single soybean plants
NA	NA	NA	NA	SAMN15097871	PRJNA637168	leaves	NA	NA	Soybean viromes in eight different geographical regions in Korea and four single soybean plants	Soybean viromes in eight different geographical regions in Korea and four single soybean plants
NA	NA	NA	NA	SAMN15097873	PRJNA637168	leaves	NA	NA	Soybean viromes in eight different geographical regions in Korea and four single soybean plants	Soybean viromes in eight different geographical regions in Korea and four single soybean plants
NA	NA	NA	NA	SAMN15097874	PRJNA637168	leaves	NA	NA	Soybean viromes in eight different geographical regions in Korea and four single soybean plants	Soybean viromes in eight different geographical regions in Korea and four single soybean plants
NA	NA	NA	NA	SAMN15097875	PRJNA637168	leaves	NA	NA	Soybean viromes in eight different geographical regions in Korea and four single soybean plants	Soybean viromes in eight different geographical regions in Korea and four single soybean plants
NA	NA	NA	NA	SAMN15097860	PRJNA637168	leaves	NA	NA	Soybean viromes in eight different geographical regions in Korea and four single soybean plants	Soybean viromes in eight different geographical regions in Korea and four single soybean plants
NA	NA	NA	NA	SAMN15097863	PRJNA637168	leaves	NA	NA	Soybean viromes in eight different geographical regions in Korea and four single soybean plants	Soybean viromes in eight different geographical regions in Korea and four single soybean plants
NA	NA	NA	NA	SAMN15097876	PRJNA637168	leaves	NA	NA	Soybean viromes in eight different geographical regions in Korea and four single soybean plants	Soybean viromes in eight different geographical regions in Korea and four single soybean plants
NA	NA	NA	NA	SAMN15097877	PRJNA637168	leaves	NA	NA	Soybean viromes in eight different geographical regions in Korea and four single soybean plants	Soybean viromes in eight different geographical regions in Korea and four single soybean plants
NA	NA	NA	NA	SAMN15142310	PRJNA637455	leaves	NA	NA	Glycine max Raw sequence reads of RNA	Raw sequence reads of RNA-seq of Williams 82 and Gmlmm1-1 mutant
NA	NA	NA	NA	SAMN15142309	PRJNA637455	leaves	NA	NA	Glycine max Raw sequence reads of RNA	Raw sequence reads of RNA-seq of Williams 82 and Gmlmm1-1 mutant
NA	NA	NA	NA	SAMN15142308	PRJNA637455	leaves	NA	NA	Glycine max Raw sequence reads of RNA	Raw sequence reads of RNA-seq of Williams 82 and Gmlmm1-1 mutant
NA	NA	NA	NA	SAMN15142307	PRJNA637455	leaves	NA	NA	Glycine max Raw sequence reads of RNA	Raw sequence reads of RNA-seq of Williams 82 and Gmlmm1-1 mutant
NA	NA	NA	NA	SAMN15142312	PRJNA637455	leaves	NA	NA	Glycine max Raw sequence reads of RNA	Raw sequence reads of RNA-seq of Williams 82 and Gmlmm1-1 mutant
NA	NA	NA	NA	SAMN15142311	PRJNA637455	leaves	NA	NA	Glycine max Raw sequence reads of RNA	Raw sequence reads of RNA-seq of Williams 82 and Gmlmm1-1 mutant
NA	NA	NA	NA	SAMN15581362	PRJNA647268	seed	NA	NA	Glycine max isolate | cultivar:Glycine max Raw sequence reads	To reveal the possible causes of the nutrients difference in soybeans A7 (containing low oil and high protein) and A35 (containing high oil and low protein), RNA-seq technology was performed to compare and identify the potential differential expressed genes (DEGs) at different seed developmental stages.
abiotic	iron	NA	control_hydrogensulfide	SAMN15731800	PRJNA655258	root	NA	Add Fe+s	Transcriptomes analysis for hydrgen sulphide alleviates iron deficiency in Glycine max seedlings	we analyzed the differentially expressed genes (DEGS) in Glycine max seedlings response to Fe deficiency condition, and found that 54000 genes were detected from soybean roots in the Fe deficiency treatment, which covered from at least 82% of the reference genes in soybean
abiotic	iron	NA	control	SAMN15731799	PRJNA655258	root	NA	Add Fe	Transcriptomes analysis for hydrgen sulphide alleviates iron deficiency in Glycine max seedlings	we analyzed the differentially expressed genes (DEGS) in Glycine max seedlings response to Fe deficiency condition, and found that 54000 genes were detected from soybean roots in the Fe deficiency treatment, which covered from at least 82% of the reference genes in soybean
abiotic	iron	NA	control	SAMN15731798	PRJNA655258	root	NA	Add Fe	Transcriptomes analysis for hydrgen sulphide alleviates iron deficiency in Glycine max seedlings	we analyzed the differentially expressed genes (DEGS) in Glycine max seedlings response to Fe deficiency condition, and found that 54000 genes were detected from soybean roots in the Fe deficiency treatment, which covered from at least 82% of the reference genes in soybean
abiotic	iron	NA	control	SAMN15731797	PRJNA655258	root	NA	Add Fe	Transcriptomes analysis for hydrgen sulphide alleviates iron deficiency in Glycine max seedlings	we analyzed the differentially expressed genes (DEGS) in Glycine max seedlings response to Fe deficiency condition, and found that 54000 genes were detected from soybean roots in the Fe deficiency treatment, which covered from at least 82% of the reference genes in soybean
abiotic	iron	NA	stress_hydrogensulfide	SAMN15731796	PRJNA655258	root	NA	Free Fe+S	Transcriptomes analysis for hydrgen sulphide alleviates iron deficiency in Glycine max seedlings	we analyzed the differentially expressed genes (DEGS) in Glycine max seedlings response to Fe deficiency condition, and found that 54000 genes were detected from soybean roots in the Fe deficiency treatment, which covered from at least 82% of the reference genes in soybean
abiotic	iron	NA	stress_hydrogensulfide	SAMN15731795	PRJNA655258	root	NA	Free Fe+S	Transcriptomes analysis for hydrgen sulphide alleviates iron deficiency in Glycine max seedlings	we analyzed the differentially expressed genes (DEGS) in Glycine max seedlings response to Fe deficiency condition, and found that 54000 genes were detected from soybean roots in the Fe deficiency treatment, which covered from at least 82% of the reference genes in soybean
abiotic	iron	NA	stress_hydrogensulfide	SAMN15731794	PRJNA655258	root	NA	Free Fe+S	Transcriptomes analysis for hydrgen sulphide alleviates iron deficiency in Glycine max seedlings	we analyzed the differentially expressed genes (DEGS) in Glycine max seedlings response to Fe deficiency condition, and found that 54000 genes were detected from soybean roots in the Fe deficiency treatment, which covered from at least 82% of the reference genes in soybean
abiotic	iron	NA	stress	SAMN15731793	PRJNA655258	root	NA	Free Fe	Transcriptomes analysis for hydrgen sulphide alleviates iron deficiency in Glycine max seedlings	we analyzed the differentially expressed genes (DEGS) in Glycine max seedlings response to Fe deficiency condition, and found that 54000 genes were detected from soybean roots in the Fe deficiency treatment, which covered from at least 82% of the reference genes in soybean
abiotic	iron	NA	control_hydrogensulfide	SAMN15731802	PRJNA655258	root	NA	Add Fe+s	Transcriptomes analysis for hydrgen sulphide alleviates iron deficiency in Glycine max seedlings	we analyzed the differentially expressed genes (DEGS) in Glycine max seedlings response to Fe deficiency condition, and found that 54000 genes were detected from soybean roots in the Fe deficiency treatment, which covered from at least 82% of the reference genes in soybean
abiotic	iron	NA	control_hydrogensulfide	SAMN15731801	PRJNA655258	root	NA	Add Fe+s	Transcriptomes analysis for hydrgen sulphide alleviates iron deficiency in Glycine max seedlings	we analyzed the differentially expressed genes (DEGS) in Glycine max seedlings response to Fe deficiency condition, and found that 54000 genes were detected from soybean roots in the Fe deficiency treatment, which covered from at least 82% of the reference genes in soybean
abiotic	iron	NA	stress	SAMN15731792	PRJNA655258	root	NA	Free Fe	Transcriptomes analysis for hydrgen sulphide alleviates iron deficiency in Glycine max seedlings	we analyzed the differentially expressed genes (DEGS) in Glycine max seedlings response to Fe deficiency condition, and found that 54000 genes were detected from soybean roots in the Fe deficiency treatment, which covered from at least 82% of the reference genes in soybean
abiotic	iron	NA	stress	SAMN15731791	PRJNA655258	root	NA	Free Fe	Transcriptomes analysis for hydrgen sulphide alleviates iron deficiency in Glycine max seedlings	we analyzed the differentially expressed genes (DEGS) in Glycine max seedlings response to Fe deficiency condition, and found that 54000 genes were detected from soybean roots in the Fe deficiency treatment, which covered from at least 82% of the reference genes in soybean
NA	NA	NA	NA	SAMN15945237	PRJNA660310	leaves	NA	NA	Transcriptomic changes and regulatory divergences between wild and cultivated soybean	To investigate the transcriptomic changes and regulatory divergences between wild and cultivated soybean, young leaves from the soybean cultivar Jiyu47 (paternal) and a wild soybean GS (maternal) as well as their F1 hybrids were collected. Three individuals were harvested for each genotype and RNA was extracted and sequenced for each individual separately.
