V2	V1
Glyma.14G089400	Glyma14g10160
Glyma.14G089600	Glyma14g10180
Glyma.14G089700	Glyma14g10191
Glyma.14G089800	Glyma14g10200
Glyma.14G089900	Glyma14g10220
Glyma.14G090000	Glyma14g10230
Glyma.14G090100	Glyma14g10250
Glyma.14G090200	Glyma14g10260
Glyma.14G090300	Glyma14g10270
Glyma.14G090400	Glyma14g10290
Glyma.14G090500	Glyma14g10300
Glyma.14G090600	Glyma14g10310
Glyma.14G090700	Glyma14g10320
Glyma.14G090800	Glyma14g10330
Glyma.14G090900	Glyma14g10340
Glyma.14G091000	Glyma14g10370
Glyma.14G091100	Glyma14g10401
Glyma.14G091200	Glyma14g10430
Glyma.14G091300	Glyma14g10456
Glyma.14G091500	Glyma14g10483
Glyma.14G091600	Glyma14g10510
Glyma.14G091700	Glyma14g10520
Glyma.14G092000	Glyma14g10541
Glyma.14G092100	Glyma14g10550
Glyma.14G092200	Glyma14g10561
Glyma.14G092300	Glyma14g10571
Glyma.14G092400	Glyma14g10580
Glyma.14G092500	Glyma14g10590
Glyma.14G092600	Glyma14g10605
Glyma.14G092800	Glyma14g10620
Glyma.14G092900	Glyma14g10633
Glyma.14G093100	Glyma14g10660
Glyma.14G093200	Glyma14g10670
Glyma.14G093300	Glyma14g10680
Glyma.14G093500	Glyma14g10701
Glyma.14G093600	Glyma14g10720
Glyma.14G093700	Glyma14g10730
Glyma.14G093800	Glyma14g10740
Glyma.14G093900	Glyma14g10750
Glyma.14G094000	Glyma14g10760
Glyma.14G094100	Glyma14g10770
Glyma.14G094200	Glyma14g10780
Glyma.14G094400	Glyma14g10790
Glyma.14G094500	Glyma14g10801
Glyma.14G094600	Glyma14g10810
Glyma.14G094700	Glyma14g10820
Glyma.14G094800	Glyma14g10830
Glyma.14G094900	Glyma14g10841
Glyma.14G095000	Glyma14g10850
Glyma.14G095100	Glyma14g10860
Glyma.14G095200	Glyma14g10871
Glyma.14G095300	Glyma14g10880
Glyma.14G095400	Glyma14g10890
Glyma.14G095500	Glyma14g10900
Glyma.14G095700	Glyma14g10915
Glyma.14G095800	Glyma14g10930
Glyma.14G095900	Glyma14g10940
Glyma.14G096000	Glyma14g10950
Glyma.14G096100	Glyma14g10960
Glyma.14G096300	Glyma14g10971
Glyma.14G096600	Glyma14g11000
Glyma.14G096700	Glyma14g11010
Glyma.14G096800	Glyma14g11030
Glyma.14G096900	Glyma14g11040
Glyma.14G097000	Glyma14g11050
Glyma.14G097100	Glyma14g11056
Glyma.14G097200	Glyma14g11062
Glyma.14G097400	Glyma14g11090
Glyma.14G097500	Glyma14g11100
Glyma.14G097700	Glyma14g11120
Glyma.14G097800	Glyma14g11130
Glyma.14G098000	Glyma14g11140
Glyma.14G098100	Glyma14g11151
Glyma.14G098200	Glyma14g11160
Glyma.14G098300	Glyma14g11170
Glyma.14G098400	Glyma14g11185
Glyma.14G098500	Glyma14g11200
Glyma.14G098600	Glyma14g11220
Glyma.14G098700	Glyma14g11240
Glyma.14G098800	Glyma14g11250
Glyma.14G098900	Glyma14g11260
Glyma.14G099000	Glyma14g11280
Glyma.14G099100	Glyma14g11290
Glyma.14G099200	Glyma14g11320
Glyma.14G099300	Glyma14g11331
Glyma.14G099400	Glyma14g11340
Glyma.14G099600	Glyma14g11371
Glyma.14G099700	Glyma14g11400
Glyma.14G099900	Glyma14g11420
Glyma.14G100000	Glyma14g11430
Glyma.14G100200	Glyma14g11450
Glyma.14G100300	Glyma14g11471
Glyma.14G100400	Glyma14g11490
Glyma.14G100500	Glyma14g11505
Glyma.14G100600	Glyma14g11520
Glyma.14G100700	Glyma14g11530
Glyma.14G100800	Glyma14g11610
Glyma.14G100900	Glyma14g11643
Glyma.14G101000	Glyma14g11660
Glyma.14G101100	Glyma14g11670
Glyma.14G101400	Glyma14g11700
Glyma.14G101500	Glyma14g11711
Glyma.14G101600	Glyma14g11721
Glyma.14G101700	Glyma14g11730
Glyma.14G101800	Glyma14g11760
Glyma.14G101900	Glyma14g11770
Glyma.14G102000	Glyma14g11780
Glyma.14G102400	Glyma14g11826
Glyma.14G102500	Glyma14g11850
Glyma.14G102600	Glyma14g11860
Glyma.14G102700	Glyma14g11870
Glyma.14G102900	Glyma14g11920
Glyma.14G103000	Glyma14g11930
Glyma.14G103100	Glyma14g11960
Glyma.14G103500	Glyma14g11986
Glyma.14G103700	Glyma14g12003
Glyma.14G103800	Glyma14g12050
Glyma.14G104000	Glyma14g12110
Glyma.14G104100	Glyma14g12120
Glyma.14G104200	Glyma14g12131
Glyma.14G104300	Glyma14g12140
Glyma.14G104400	Glyma14g12170
Glyma.14G104500	Glyma14g12180
Glyma.14G104600	Glyma14g12187
Glyma.14G104900	Glyma14g12220
Glyma.14G105000	Glyma14g12243
Glyma.14G105100	Glyma14g12266
Glyma.14G105200	Glyma14g12300
Glyma.14G105300	Glyma14g12315
Glyma.14G105400	Glyma14g12330
Glyma.14G105500	Glyma14g12345
Glyma.14G105700	Glyma14g12360
Glyma.14G105800	Glyma14g12370
Glyma.14G105900	Glyma14g12380
Glyma.14G106000	Glyma14g12390
Glyma.14G106100	Glyma14g12405
Glyma.14G106200	Glyma14g12505
Glyma.14G106400	Glyma14g12540
Glyma.14G106500	Glyma14g12570
Glyma.14G106700	Glyma14g12630
Glyma.14G106900	Glyma14g12655
Glyma.14G107100	Glyma14g12680
Glyma.14G107200	Glyma14g12700
Glyma.14G107300	Glyma14g12710
Glyma.14G107600	Glyma14g12791
Glyma.14G107900	Glyma14g12840
Glyma.14G108000	Glyma14g12850
Glyma.14G108100	Glyma14g12880
Glyma.14G108200	Glyma14g12980
Glyma.14G108300	Glyma14g13011
Glyma.14G108400	Glyma14g13020
Glyma.14G108600	Glyma14g13045
Glyma.14G108700	Glyma14g13070
Glyma.14G108900	Glyma14g13085
Glyma.14G109000	Glyma14g13100
Glyma.14G109200	Glyma14g13150
Glyma.14G109300	Glyma14g13164
Glyma.14G109400	Glyma14g13178
Glyma.14G109500	Glyma14g13192
Glyma.14G109600	Glyma14g13206
Glyma.14G109800	Glyma14g13225
Glyma.14G110000	Glyma14g13251
Glyma.14G110100	Glyma14g13271
Glyma.14G110300	Glyma14g13291
Glyma.14G110500	Glyma14g13310
Glyma.14G110600	Glyma14g13320
Glyma.14G110700	Glyma14g13333
Glyma.14G110800	Glyma14g13346
Glyma.14G110900	Glyma14g13360
Glyma.14G111100	Glyma14g13380
Glyma.14G111200	Glyma14g13400
Glyma.14G111300	Glyma14g13420
Glyma.14G111400	Glyma14g13430
Glyma.14G111600	Glyma14g13470
Glyma.14G111800	Glyma14g13480
Glyma.14G111900	Glyma14g13490
Glyma.14G112000	Glyma14g13505
Glyma.14G112300	Glyma14g13531
Glyma.14G112400	Glyma14g13750
Glyma.14G112500	Glyma14g13770
Glyma.14G112600	Glyma14g13780
Glyma.14G112900	Glyma14g13828
Glyma.14G113000	Glyma14g13862
Glyma.14G113300	Glyma14g13907
Glyma.14G113400	Glyma14g13930
Glyma.14G113800	Glyma14g13970
Glyma.14G113900	Glyma14g14000
Glyma.14G114000	Glyma14g14010
Glyma.14G114100	Glyma14g14025
Glyma.14G114200	Glyma14g14040
Glyma.14G114300	Glyma14g14045
Glyma.14G114400	Glyma14g14050
Glyma.14G114500	Glyma14g14060
Glyma.14G114700	Glyma14g14100
Glyma.14G114900	Glyma14g14113
Glyma.14G115000	Glyma14g14126
Glyma.14G115100	Glyma14g14171
Glyma.14G115300	Glyma14g14181
Glyma.14G115400	Glyma14g14191
Glyma.14G115500	Glyma14g14220
Glyma.14G115700	Glyma14g14270
Glyma.14G115900	Glyma14g14290
Glyma.14G116000	Glyma14g14320
Glyma.14G116100	Glyma14g14350
Glyma.14G116200	Glyma14g14360
Glyma.14G116300	Glyma14g14370
Glyma.14G116400	Glyma14g14380
Glyma.14G116500	Glyma14g14390
Glyma.14G116600	Glyma14g14400
Glyma.14G116800	Glyma14g14410
Glyma.14G116900	Glyma14g14441
Glyma.14G117000	Glyma14g14471
Glyma.14G117200	Glyma14g14520
Glyma.14G117300	Glyma14g14635
Glyma.09G223500	Glyma14g14750
Glyma.14G125200	Glyma14g14970
Glyma.14G125300	Glyma14g14990
Glyma.14G125500	Glyma14g15015
Glyma.14G125600	Glyma14g15040
Glyma.14G125800	Glyma14g15070
Glyma.14G125900	Glyma14g15080
Glyma.14G126000	Glyma14g15106
Glyma.14G126200	Glyma14g15120
Glyma.14G126300	Glyma14g15170
Glyma.14G126500	Glyma14g15210
Glyma.14G126600	Glyma14g15220
Glyma.14G126700	Glyma14g15260
Glyma.14G126800	Glyma14g15270
Glyma.14G127200	Glyma14g15291
Glyma.14G127300	Glyma14g15301
Glyma.14G127400	Glyma14g15311
Glyma.14G127500	Glyma14g15320
Glyma.14G127600	Glyma14g15345
Glyma.14G127800	Glyma14g15390
Glyma.14G128000	Glyma14g15605
Glyma.14G128200	Glyma14g15820
Glyma.14G128300	Glyma14g16040
Glyma.14G128400	Glyma14g16060
Glyma.14G128500	Glyma14g16071
Glyma.14G128600	Glyma14g16081
Glyma.14G128800	Glyma14g16130
Glyma.14G128900	Glyma14g16160
Glyma.14G129100	Glyma14g16181
Glyma.14G129200	Glyma14g16200
Glyma.14G129300	Glyma14g16220
Glyma.14G129400	Glyma14g16240
Glyma.14G129500	Glyma14g16315
Glyma.14G129600	Glyma14g16390
Glyma.14G129700	Glyma14g16400
Glyma.14G129800	Glyma14g16470
Glyma.14G129900	Glyma14g16540
Glyma.14G130000	Glyma14g16610
Glyma.14G130100	Glyma14g16621
Glyma.14G130300	Glyma14g16630
Glyma.14G130400	Glyma14g16680
Glyma.14G130500	Glyma14g16692
Glyma.14G130600	Glyma14g16704
Glyma.14G130700	Glyma14g16717
Glyma.14G130800	Glyma14g16730
Glyma.14G130900	Glyma14g16761
Glyma.14G131100	Glyma14g16791
Glyma.14G131200	Glyma14g16820
Glyma.14G131300	Glyma14g16830
Glyma.14G131400	Glyma14g16883
Glyma.14G131600	Glyma14g16916
Glyma.14G131700	Glyma14g16950
Glyma.14G131800	Glyma14g16965
Glyma.14G131900	Glyma14g16981
Glyma.14G132000	Glyma14g16995
Glyma.14G132100	Glyma14g17011
Glyma.14G132200	Glyma14g17025
Glyma.14G132300	Glyma14g17040
Glyma.14G132400	Glyma14g17060
Glyma.14G132500	Glyma14g17070
Glyma.14G132600	Glyma14g17080
Glyma.14G132800	Glyma14g17090
Glyma.14G133000	Glyma14g17110
Glyma.14G133100	Glyma14g17190
Glyma.14G133200	Glyma14g17200
Glyma.14G133400	Glyma14g17270
Glyma.14G133500	Glyma14g17291
Glyma.14G133600	Glyma14g17300
Glyma.14G133700	Glyma14g17310
Glyma.14G133800	Glyma14g17322
Glyma.14G133900	Glyma14g17334
Glyma.14G134000	Glyma14g17347
Glyma.14G134100	Glyma14g17360
Glyma.14G134200	Glyma14g17380
Glyma.14G134500	Glyma14g17620
Glyma.14G134600	Glyma14g17630
Glyma.14G134700	Glyma14g17640
Glyma.14G134800	Glyma14g17650
Glyma.14G134900	Glyma14g17660
Glyma.14G135100	Glyma14g17690
Glyma.14G135200	Glyma14g17703
Glyma.14G135400	Glyma14g17730
Glyma.14G135600	Glyma14g17750
Glyma.14G135700	Glyma14g17761
Glyma.14G135900	Glyma14g17800
Glyma.14G136000	Glyma14g17811
Glyma.14G136100	Glyma14g17821
Glyma.14G136200	Glyma14g17830
Glyma.14G136300	Glyma14g17863
Glyma.14G136400	Glyma14g17880
Glyma.14G136500	Glyma14g17903
Glyma.14G136700	Glyma14g17930
Glyma.14G136800	Glyma14g18035
Glyma.14G136900	Glyma14g18140
Glyma.14G137100	Glyma14g18300
Glyma.14G137200	Glyma14g18380
Glyma.14G137500	Glyma14g18414
Glyma.14G137600	Glyma14g18432
Glyma.14G137700	Glyma14g18450
Glyma.14G137800	Glyma14g18500
Glyma.14G138000	Glyma14g18790
Glyma.14G138200	Glyma14g19010
Glyma.14G138300	Glyma14g19220
Glyma.14G138400	Glyma14g19430
Glyma.14G138500	Glyma14g19550
Glyma.14G138700	Glyma14g19670
Glyma.14G138900	Glyma14g19740
Glyma.14G139200	Glyma14g19881
Glyma.14G139300	Glyma14g19950
Glyma.14G139400	Glyma14g19970
Glyma.14G139500	Glyma14g19985
Glyma.14G139600	Glyma14g20000
Glyma.14G139700	Glyma14g20040
Glyma.14G139800	Glyma14g20110
Glyma.14G140100	Glyma14g20276
Glyma.14G140200	Glyma14g20371
Glyma.14G140400	Glyma14g20380
Glyma.14G140500	Glyma14g20390
Glyma.14G140600	Glyma14g20400
Glyma.14G140800	Glyma14g20430
Glyma.14G140900	Glyma14g20440
Glyma.14G141000	Glyma14g20450
Glyma.14G141100	Glyma14g20560
Glyma.14G141200	Glyma14g20670
Glyma.14G141400	Glyma14g21120
Glyma.14G141500	Glyma14g21130
Glyma.14G141700	Glyma14g21135
Glyma.14G141800	Glyma14g21140
Glyma.14G142000	Glyma14g21171
Glyma.14G142100	Glyma14g21201
Glyma.14G142300	Glyma14g21230
Glyma.14G142500	Glyma14g21270
Glyma.14G142700	Glyma14g21290
Glyma.14G142900	Glyma14g21360
Glyma.14G143000	Glyma14g21410
Glyma.14G143100	Glyma14g21420
Glyma.14G143300	Glyma14g21470
Glyma.14G143400	Glyma14g21523
Glyma.14G143500	Glyma14g21576
Glyma.14G143700	Glyma14g21682
Glyma.14G144000	Glyma14g21736
Glyma.14G144100	Glyma14g21790
Glyma.14G144200	Glyma14g21845
Glyma.14G144300	Glyma14g21901
Glyma.14G144400	Glyma14g21955
Glyma.14G144500	Glyma14g22010
Glyma.14G144700	Glyma14g22120
Glyma.14G144900	Glyma14g22131
Glyma.14G145000	Glyma14g22155
Glyma.14G145200	Glyma14g22170
Glyma.14G145300	Glyma14g22180
Glyma.14G145400	Glyma14g22210
Glyma.14G145500	Glyma14g22220
Glyma.14G145600	Glyma14g22250
Glyma.14G145700	Glyma14g22460
Glyma.14G145800	Glyma14g22575
Glyma.14G145900	Glyma14g22700
Glyma.14G146100	Glyma14g22740
Glyma.14G146200	Glyma14g22750
Glyma.14G146300	Glyma14g22760
Glyma.14G146400	Glyma14g22780
Glyma.14G146500	Glyma14g22786
Glyma.14G146600	Glyma14g22793
Glyma.14G146700	Glyma14g22800
Glyma.14G147000	Glyma14g22840
Glyma.14G147100	Glyma14g22930
Glyma.14G147200	Glyma14g22940
Glyma.14G147500	Glyma14g22970
Glyma.14G147600	Glyma14g22991
Glyma.14G147700	Glyma14g23011
Glyma.14G147800	Glyma14g23030
Glyma.14G147900	Glyma14g23040
Glyma.14G148100	Glyma14g23280
Glyma.14G148300	Glyma14g23300
Glyma.14G148400	Glyma14g23410
Glyma.14G148500	Glyma14g23520
Glyma.14G148600	Glyma14g23530
Glyma.14G148700	Glyma14g23545
Glyma.14G148800	Glyma14g23560
Glyma.14G148900	Glyma14g23570
Glyma.14G149000	Glyma14g23581
Glyma.14G149100	Glyma14g23590
Glyma.14G149200	Glyma14g23621
Glyma.14G149300	Glyma14g23650
Glyma.14G149700	Glyma14g23676
Glyma.14G149900	Glyma14g23702
Glyma.14G150000	Glyma14g23728
Glyma.14G150100	Glyma14g23780
Glyma.14G150200	Glyma14g23820
Glyma.14G150300	Glyma14g23830
Glyma.14G150400	Glyma14g23840
Glyma.14G150500	Glyma14g23850
Glyma.14G150600	Glyma14g23860
Glyma.14G150700	Glyma14g23870
Glyma.14G150800	Glyma14g23895
Glyma.14G150900	Glyma14g23920
Glyma.14G151100	Glyma14g23930
Glyma.14G151300	Glyma14g23960
Glyma.14G151400	Glyma14g23990
Glyma.14G151500	Glyma14g24011
Glyma.14G151600	Glyma14g24030
Glyma.14G151700	Glyma14g24040
Glyma.14G151900	Glyma14g24080
Glyma.14G152000	Glyma14g24090
Glyma.14G152100	Glyma14g24140
Glyma.14G152200	Glyma14g24151
Glyma.14G152300	Glyma14g24160
Glyma.14G152400	Glyma14g24175
Glyma.14G152500	Glyma14g24190
Glyma.14G152600	Glyma14g24211
Glyma.14G152700	Glyma14g24220
Glyma.14G152800	Glyma14g24260
Glyma.14G152900	Glyma14g24270
Glyma.14G153000	Glyma14g24290
Glyma.14G153100	Glyma14g24300
Glyma.14G153300	Glyma14g24330
Glyma.14G153400	Glyma14g24351
Glyma.14G153500	Glyma14g24370
Glyma.14G153700	Glyma14g24388
Glyma.14G153800	Glyma14g24406
Glyma.14G153900	Glyma14g24424
Glyma.14G154100	Glyma14g24461
Glyma.14G154200	Glyma14g24480
Glyma.14G154400	Glyma14g24500
Glyma.14G154500	Glyma14g24510
Glyma.14G154600	Glyma14g24545
Glyma.14G155000	Glyma14g24570
Glyma.14G154900	Glyma14g24580
Glyma.14G155100	Glyma14g24590
Glyma.14G155200	Glyma14g24620
Glyma.14G155300	Glyma14g24650
Glyma.14G155500	Glyma14g24660
Glyma.14G155700	Glyma14g24675
Glyma.14G155800	Glyma14g24680
Glyma.14G155900	Glyma14g24710
Glyma.14G156000	Glyma14g24745
Glyma.14G156100	Glyma14g24760
Glyma.14G156200	Glyma14g24776
Glyma.14G156300	Glyma14g24810
Glyma.14G156400	Glyma14g24860
Glyma.14G156500	Glyma14g24900
Glyma.14G156600	Glyma14g24986
Glyma.14G156900	Glyma14g25173
Glyma.14G157000	Glyma14g25186
Glyma.14G157100	Glyma14g25215
Glyma.14G157300	Glyma14g25255
Glyma.14G157400	Glyma14g25280
Glyma.14G157500	Glyma14g25301
Glyma.14G157600	Glyma14g25321
Glyma.14G157700	Glyma14g25340
Glyma.14G157800	Glyma14g25361
Glyma.14G157900	Glyma14g25380
Glyma.14G158100	Glyma14g25396
Glyma.14G158200	Glyma14g25413
Glyma.14G158300	Glyma14g25430
Glyma.14G158400	Glyma14g25441
Glyma.14G158500	Glyma14g25450
Glyma.14G158600	Glyma14g25480
Glyma.14G158800	Glyma14g25540
Glyma.14G158900	Glyma14g25590
Glyma.14G159000	Glyma14g25810
Glyma.14G159100	Glyma14g25830
Glyma.14G159200	Glyma14g25840
Glyma.14G159300	Glyma14g25860
Glyma.14G159400	Glyma14g26015
Glyma.14G159700	Glyma14g26170
Glyma.14G117500	Glyma14g26285
Glyma.14G117600	Glyma14g26400
Glyma.14G117700	Glyma14g26410
Glyma.14G117800	Glyma14g26420
Glyma.14G118100	Glyma14g26460
Glyma.14G118200	Glyma14g26660
Glyma.14G118300	Glyma14g26680
Glyma.14G118400	Glyma14g26690
Glyma.14G118500	Glyma14g26700
Glyma.14G118600	Glyma14g26830
Glyma.14G118700	Glyma14g26960
Glyma.14G118800	Glyma14g27015
Glyma.14G118900	Glyma14g27070
Glyma.14G119000	Glyma14g27235
Glyma.14G119100	Glyma14g27290
Glyma.14G119200	Glyma14g27303
Glyma.14G119300	Glyma14g27316
Glyma.14G119400	Glyma14g27330
Glyma.14G119700	Glyma14g27363
Glyma.14G119800	Glyma14g27380
Glyma.14G120000	Glyma14g27456
Glyma.14G120200	Glyma14g27533
Glyma.14G120300	Glyma14g27610
Glyma.14G120400	Glyma14g27625
Glyma.14G120500	Glyma14g27705
Glyma.14G120600	Glyma14g27770
Glyma.14G120800	Glyma14g27835
Glyma.14G120900	Glyma14g27900
Glyma.14G121000	Glyma14g27920
Glyma.14G121100	Glyma14g27931
Glyma.14G121200	Glyma14g27940
Glyma.14G121300	Glyma14g27965
Glyma.14G121400	Glyma14g27990
Glyma.14G121500	Glyma14g28005
Glyma.14G121600	Glyma14g28021
Glyma.14G121700	Glyma14g28035
Glyma.14G121800	Glyma14g28050
Glyma.14G121900	Glyma14g28071
Glyma.14G122000	Glyma14g28090
Glyma.14G122100	Glyma14g28105
Glyma.14G122200	Glyma14g28120
Glyma.14G122400	Glyma14g28150
Glyma.14G122500	Glyma14g28160
Glyma.14G122700	Glyma14g28376
Glyma.14G122800	Glyma14g28383
Glyma.14G123000	Glyma14g28477
Glyma.14G123100	Glyma14g28564
Glyma.14G123200	Glyma14g28652
Glyma.14G123300	Glyma14g28740
Glyma.14G123400	Glyma14g28761
Glyma.14G123500	Glyma14g28780
Glyma.14G123600	Glyma14g28866
Glyma.14G123700	Glyma14g28953
Glyma.14G123900	Glyma14g29040
Glyma.14G124100	Glyma14g29081
Glyma.14G124200	Glyma14g29100
Glyma.14G124300	Glyma14g29120
Glyma.14G124400	Glyma14g29130
Glyma.14G124500	Glyma14g29145
Glyma.14G124600	Glyma14g29160
Glyma.14G124700	Glyma14g29360
Glyma.14G124800	Glyma14g29580
Glyma.14G124900	Glyma14g29736
Glyma.14G125000	Glyma14g29893
Glyma.03G066300	Glyma14g30050
Glyma.03G066200	Glyma14g30260
Glyma.03G066100	Glyma14g30375
Glyma.14G159800	Glyma14g30490
Glyma.14G159900	Glyma14g30740
Glyma.14G160000	Glyma14g30840
Glyma.14G160100	Glyma14g30940
Glyma.14G160400	Glyma14g31155
Glyma.14G160600	Glyma14g31370
Glyma.14G160700	Glyma14g31385
Glyma.14G160800	Glyma14g31515
Glyma.14G160900	Glyma14g31620
Glyma.14G161000	Glyma14g31650
Glyma.14G161100	Glyma14g31730
Glyma.14G161200	Glyma14g31810
Glyma.14G161400	Glyma14g31890
Glyma.14G161500	Glyma14g31915
Glyma.14G161600	Glyma14g31940
Glyma.14G161700	Glyma14g32106
Glyma.14G161800	Glyma14g32190
Glyma.14G161900	Glyma14g32210
Glyma.14G162000	Glyma14g32220
Glyma.14G162100	Glyma14g32430
Glyma.14G162300	Glyma14g32500
Glyma.14G162400	Glyma14g32900
Glyma.14G162500	Glyma14g32976
Glyma.14G162700	Glyma14g33053
Glyma.14G162600	Glyma14g33130
Glyma.14G162800	Glyma14g33150
Glyma.14G162900	Glyma14g33161
Glyma.14G163000	Glyma14g33170
Glyma.14G163100	Glyma14g33175
Glyma.14G163200	Glyma14g33210
Glyma.14G163400	Glyma14g33262
Glyma.14G163600	Glyma14g33280
Glyma.14G163700	Glyma14g33290
Glyma.14G163800	Glyma14g33330
Glyma.14G163900	Glyma14g33340
Glyma.14G164100	Glyma14g33355
Glyma.14G164200	Glyma14g33381
Glyma.14G164300	Glyma14g33391
Glyma.14G164400	Glyma14g33400
Glyma.14G164600	Glyma14g33410
Glyma.14G164700	Glyma14g33450
Glyma.14G164800	Glyma14g33460
Glyma.14G164900	Glyma14g33480
Glyma.14G165000	Glyma14g33490
Glyma.14G165200	Glyma14g33550
Glyma.14G165400	Glyma14g33565
Glyma.14G165500	Glyma14g33580
Glyma.14G165600	Glyma14g33601
Glyma.14G165800	Glyma14g33620
Glyma.14G165700	Glyma14g33630
Glyma.14G166000	Glyma14g33650
Glyma.14G166100	Glyma14g33670
Glyma.14G166200	Glyma14g33680
Glyma.14G166300	Glyma14g33700
Glyma.14G166400	Glyma14g33715
Glyma.14G166500	Glyma14g33730
Glyma.14G166600	Glyma14g33743
Glyma.14G166700	Glyma14g33756
Glyma.14G166800	Glyma14g33770
Glyma.14G166900	Glyma14g33790
Glyma.14G167000	Glyma14g33800
Glyma.14G167100	Glyma14g33810
Glyma.14G167200	Glyma14g33820
Glyma.14G167300	Glyma14g33830
Glyma.14G167400	Glyma14g33860
Glyma.14G167500	Glyma14g33913
Glyma.14G167800	Glyma14g33940
Glyma.14G167900	Glyma14g33960
Glyma.14G168000	Glyma14g33981
Glyma.14G168100	Glyma14g34000
Glyma.14G168300	Glyma14g34035
Glyma.14G168500	Glyma14g34100
Glyma.14G168600	Glyma14g34131
Glyma.14G168700	Glyma14g34160
Glyma.14G168900	Glyma14g34181
Glyma.14G169000	Glyma14g34190
Glyma.14G169200	Glyma14g34200
Glyma.14G169300	Glyma14g34210
Glyma.14G169700	Glyma14g34221
Glyma.14G169800	Glyma14g34231
Glyma.14G170000	Glyma14g34301
Glyma.14G170100	Glyma14g34330
Glyma.14G170300	Glyma14g34385
Glyma.14G170400	Glyma14g34430
Glyma.14G170500	Glyma14g34440
Glyma.14G170600	Glyma14g34450
Glyma.14G170700	Glyma14g34460
Glyma.14G170800	Glyma14g34470
Glyma.14G170900	Glyma14g34480
Glyma.14G171000	Glyma14g34491
Glyma.14G171100	Glyma14g34500
Glyma.14G171200	Glyma14g34545
Glyma.14G171500	Glyma14g34590
Glyma.14G171600	Glyma14g34600
Glyma.14G171700	Glyma14g34610
Glyma.14G171800	Glyma14g34640
Glyma.14G171900	Glyma14g34651
Glyma.14G172000	Glyma14g34660
Glyma.14G172200	Glyma14g34681
Glyma.14G172300	Glyma14g34710
Glyma.14G172400	Glyma14g34725
Glyma.14G172600	Glyma14g34750
Glyma.14G172700	Glyma14g34760
Glyma.14G172800	Glyma14g34790
Glyma.14G172900	Glyma14g34801
Glyma.14G173000	Glyma14g34810
Glyma.14G173100	Glyma14g34833
Glyma.14G173300	Glyma14g34880
Glyma.14G173400	Glyma14g34901
Glyma.14G173600	Glyma14g34930
Glyma.14G173700	Glyma14g34945
Glyma.14G173800	Glyma14g34961
Glyma.14G173900	Glyma14g34975
Glyma.14G174200	Glyma14g35020
Glyma.14G174300	Glyma14g35030
Glyma.14G174400	Glyma14g35060
Glyma.14G174500	Glyma14g35070
Glyma.14G174600	Glyma14g35110
Glyma.14G174900	Glyma14g35140
Glyma.14G175000	Glyma14g35160
Glyma.14G175100	Glyma14g35190
Glyma.14G175300	Glyma14g35205
Glyma.14G175400	Glyma14g35220
Glyma.14G175500	Glyma14g35225
Glyma.14G175600	Glyma14g35230
Glyma.14G175700	Glyma14g35260
Glyma.14G175800	Glyma14g35270
Glyma.14G175900	Glyma14g35280
Glyma.14G176000	Glyma14g35295
Glyma.14G176100	Glyma14g35316
Glyma.14G176200	Glyma14g35323
Glyma.14G176300	Glyma14g35330
Glyma.14G176400	Glyma14g35340
Glyma.14G176500	Glyma14g35355
Glyma.14G176600	Glyma14g35370
Glyma.14G176700	Glyma14g35380
Glyma.14G176800	Glyma14g35395
Glyma.14G176900	Glyma14g35410
Glyma.14G177000	Glyma14g35420
Glyma.14G177100	Glyma14g35430
Glyma.14G177200	Glyma14g35440
Glyma.14G177300	Glyma14g35463
Glyma.14G177400	Glyma14g35510
Glyma.14G177500	Glyma14g35520
Glyma.14G177600	Glyma14g35530
Glyma.14G177700	Glyma14g35536
Glyma.14G177900	Glyma14g35550
Glyma.14G178000	Glyma14g35560
Glyma.14G178200	Glyma14g35580
Glyma.14G178300	Glyma14g35601
Glyma.14G178400	Glyma14g35620
Glyma.14G178500	Glyma14g35640
Glyma.14G178600	Glyma14g35650
Glyma.14G178700	Glyma14g35660
Glyma.14G178800	Glyma14g35680
Glyma.14G178900	Glyma14g35690
Glyma.14G179000	Glyma14g35700
Glyma.14G179100	Glyma14g35710
Glyma.14G179200	Glyma14g35720
Glyma.14G179300	Glyma14g35730
Glyma.14G179500	Glyma14g35750
Glyma.14G179600	Glyma14g35770
Glyma.14G179800	Glyma14g35790
Glyma.14G180000	Glyma14g35800
Glyma.14G179900	Glyma14g35810
Glyma.14G180100	Glyma14g35823
Glyma.14G180200	Glyma14g35836
Glyma.14G180300	Glyma14g35850
Glyma.14G180400	Glyma14g35870
Glyma.14G180500	Glyma14g35881
Glyma.14G180600	Glyma14g35890
Glyma.14G180800	Glyma14g35902
Glyma.14G180900	Glyma14g35914
Glyma.14G181000	Glyma14g35940
Glyma.14G181100	Glyma14g35960
Glyma.14G181200	Glyma14g35980
Glyma.14G181300	Glyma14g35990
Glyma.14G181500	Glyma14g36010
Glyma.14G181600	Glyma14g36020
Glyma.14G181700	Glyma14g36025
Glyma.14G181800	Glyma14g36030
Glyma.14G181900	Glyma14g36050
Glyma.14G182000	Glyma14g36061
Glyma.14G182100	Glyma14g36070
Glyma.14G182200	Glyma14g36085
Glyma.14G182300	Glyma14g36100
Glyma.14G182400	Glyma14g36110
Glyma.14G182500	Glyma14g36120
Glyma.14G182600	Glyma14g36130
